Ortalama_SICAKLIK;Toplam_CIROILKFIYAT;Toplam_CIRO;Toplam_Musteri_Sat;Indirim_Yuzdesi;Istinyepark;Akasya;Akbati;Beylikduzu;Brandium;Capitol;Forum_Istanbul ;Forum_Marmara;Mall_Of;MAltepePark;MARMARAPARK;Metrocity;Natilus;Starcity;YKM_FORUM_ISTANBUL;YKM_FORUM_MARMARA;Ozel_Gunler;Satis_Normalize;;;
20;12359;11818;20777;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;6164;5819;15617;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;5936;4818;23166;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;9900;7316;18796;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;8105;5692;20013;30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;8895;5634;19685;37;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;20412;12001;28769;41;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;6254;4371;20925;30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
28;5780;3983;22959;31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;7204;4996;23625;31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;5259;3684;24668;30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;3580;2891;27095;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;4534;3901;41568;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
27;7311;5793;43534;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
24;8591;6370;48210;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;7335;6145;51783;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
24;11588;9589;58662;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;5289;4642;30612;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;2734;2459;22880;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;6981;5932;28082;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;5729;4297;22705;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;7259;5509;22896;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;6707;4556;23670;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
4;9972;6482;29625;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;11277;7440;35601;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
12;9859;6816;32549;31;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;8876;6764;32073;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
8;11412;7441;34587;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
11;8045;6763;33909;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;6761;5871;22993;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;6813;6311;16913;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;6160;6116;16752;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;9451;9443;15010;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;6599;6526;16466;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
15;6472;6432;16379;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;7306;7221;14116;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;9897;9691;22586;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
14;13783;13685;30259;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;9725;8959;22155;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;8382;8014;13315;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
22;8014;7978;14078;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;7318;7104;15721;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;11660;11442;23679;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;3573;3502;12486;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
24;3854;3514;14875;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;2544;2244;11930;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;5064;4001;19053;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;9350;6372;15177;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;13683;8978;20696;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;7188;4679;13659;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;7461;4870;19892;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;4691;3094;13929;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;6053;4270;20247;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;7755;5118;28373;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;8830;6988;21887;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
23;8956;7850;33093;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
21;5293;5242;17470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;2940;2806;20716;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;6616;6423;20720;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;3501;3420;14240;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;4956;4475;12920;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;5028;4782;15145;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;4244;4137;18452;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;3837;3470;14421;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;2566;2151;9728;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;3495;3309;13524;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
8;1946;1699;15136;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;1592;1592;8986;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;3686;3597;16355;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;2863;2525;17613;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;2828;2337;29720;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
4;5362;4233;20778;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
2;5681;4202;15384;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;6363;4866;20209;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;8057;5937;14631;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;7069;5378;24874;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;6233;4805;20682;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
4;6380;5173;31633;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
4;5489;3860;17435;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;9727;7003;18467;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;10299;7207;31553;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
7;9621;6619;26238;31;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;4955;4647;14646;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;7517;6997;21964;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;12690;11646;25641;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
9;15616;14965;18620;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;12280;12004;17870;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;11046;10648;22794;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;12031;10621;6979;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
18;18058;17419;16333;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;13052;12728;22959;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;10820;10544;28909;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
19;10592;10310;30163;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;10363;10038;29198;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;9640;9274;28710;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;16129;13282;38179;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;13394;9980;19586;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;18399;13158;31617;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;24976;15795;41894;37;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;23943;13968;31334;42;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;5191;3748;20256;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
28;8833;6171;25748;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;5910;4340;29880;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;5848;3995;25829;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;5104;3758;31991;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;6965;5512;44281;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;7477;6172;52555;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
24;12059;9792;66819;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;9138;7552;82611;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
24;8525;8390;51955;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;2866;2979;24569;-4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;3888;3862;25882;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;5080;4984;2743;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;10896;9173;40846;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;9696;7380;26387;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;8833;7130;26865;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;14067;10219;34720;27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
5;14264;9511;39934;33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;12832;8728;39665;32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
11;12602;9192;43792;27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;14817;11107;51258;25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
8;13465;9810;49392;27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
10;11752;9936;41081;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;8154;7159;32928;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;8672;7910;29093;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;5782;5679;23394;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;7187;6912;24454;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;7605;7543;30488;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
15;6638;6475;19756;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;9468;9259;17628;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;10324;9961;33172;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
14;13111;12939;33122;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;7706;6584;18465;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;7303;6830;19272;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
21;8605;8248;25586;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;6010;5897;25387;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;10303;9704;28327;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;5582;5386;18708;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
24;6799;5709;15539;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;5304;4900;19405;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;6698;5535;18123;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;10953;7648;19043;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;18079;12161;26223;33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;13269;8670;16200;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;10680;7326;17011;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;10732;7529;17596;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;10034;6991;18607;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;12071;7782;22554;36;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;16513;11896;22782;28;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
23;8765;7410;24656;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
21;4568;4567;18338;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;6614;6354;20489;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;6409;6241;24732;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;6918;6631;20763;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;5785;5527;16618;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;8633;8310;16543;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;10769;10023;23172;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;8175;7099;14708;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;8140;7781;18543;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;6895;6555;20953;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
8;7640;7243;24434;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;6760;6626;19234;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
9;7579;7152;30217;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;7994;7391;29413;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;12223;10400;39080;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
4;13673;10549;48596;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
4;7660;5851;29072;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
6;9263;6789;21081;27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;14456;10910;19197;25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;14393;10932;29425;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;16227;12305;25949;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
5;11049;8569;31395;22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
3;9831;6652;19538;32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;19586;13186;26792;33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;13460;9212;28333;32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
7;20471;13011;33489;36;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
6;8860;6721;36385;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;10551;8851;32306;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;19619;16682;37714;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
9;15018;13226;41786;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;14951;14676;28858;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;11994;11211;29683;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;15606;13165;8868;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
17;31167;29826;38136;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;19815;19366;26901;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;14226;13895;22392;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
19;15120;14591;36085;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;15078;14801;32666;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;11634;11002;28357;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;24711;19526;43423;21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;24337;18353;39279;25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;20940;14631;34227;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;27740;17525;32569;37;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;31876;18696;32078;41;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;10098;7089;22811;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
28;10764;7392;35080;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;12030;8314;25717;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;12320;8590;33967;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;7852;5459;30285;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;13044;9963;57902;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;15330;11884;60016;22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
24;20730;16495;86294;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;11610;9533;77721;18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;14708;12429;97580;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;9024;8630;39577;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;5158;4921;47147;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;5222;5163;5031;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;18612;15533;78986;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;16687;12449;50967;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;16382;13085;57462;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;23803;18423;83693;23;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
4;42422;29592;97675;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;37693;28024;111861;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
12;43980;34339;110633;22;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;31748;26083;100666;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;40742;30927;91049;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
11;32042;28233;86568;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;27597;25179;82576;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;23750;22262;58851;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;22364;21960;40019;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;15585;15510;42760;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;10690;10467;36940;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
15;10626;10317;32916;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;14782;14417;42236;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
16;16731;16203;41794;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
14;24888;24269;83254;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;26919;23081;43815;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;26795;24368;47259;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
21;22203;20897;56685;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;26001;25267;56145;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;30284;28991;65323;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;20738;20010;53062;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
24;22267;19433;43241;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;13779;12405;42686;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;18313;15000;43604;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;31925;22205;53717;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;47085;30943;56129;34;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;31075;20654;41343;34;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;30211;20540;50557;32;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;19815;13833;49168;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;33237;24255;40482;27;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;48628;32617;71513;33;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;31902;25489;33123;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
23;25298;23106;42927;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
20;23679;22533;50501;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;16523;15401;43076;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;17697;17121;49858;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
18;19801;19009;45443;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;16617;14733;35300;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;21119;19902;39090;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
13;16235;15712;63123;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;21317;20033;48529;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
15;20771;17895;47359;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;20425;17958;39118;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
8;12778;11736;55689;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;14067;13839;31622;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
9;12940;11507;36683;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;16397;14887;52907;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;19285;16871;76521;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
4;22508;18115;91848;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
1;15889;11868;56531;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
6;22911;16933;37590;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
12;28687;21819;44919;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;30373;23089;54239;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
9;24939;19378;63198;22;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
