Ortalama_SICAKLIK;Toplam_CIROILKFIYAT;Toplam_CIRO;Toplam_Musteri_Sat;Indirim_Yuzdesi;Istinyepark;Akasya;Akbati;Beylikduzu;Brandium;Capitol;Forum_Istanbul ;Forum_Marmara;Mall_Of;MAltepePark;MARMARAPARK;Metrocity;Natilus;Starcity;YKM_FORUM_ISTANBUL;YKM_FORUM_MARMARA;Ozel_Gunler;Satis_Normalize;;;
4;20156;15845;52451;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
3;22860;16029;55001;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;38990;27708;61793;29;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
8;30537;22348;58374;27;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
7;54401;35021;70757;36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
6;29034;25144;70640;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;37586;35056;59733;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
11;56017;49350;55793;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;45777;44275;51822;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
14;36554;35805;37790;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
10;29407;27954;47987;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;43807;37766;23070;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
18;47772;44971;54210;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;30971;29885;57733;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;30120;29400;73820;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
19;27211;26268;68788;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
20;36338;34749;67531;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;26869;25591;53096;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
22;41337;33138;53697;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
21;33854;25212;44561;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;43853;30859;46131;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;56934;36270;79766;36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
25;72639;42547;62873;41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;22461;15589;55001;31;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
28;21927;15281;49580;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;23935;16597;59179;31;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
27;18029;13045;40815;28;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
26;21552;17357;89357;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
25;20348;16305;127828;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
26;28708;24937;163881;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;
24;25524;23537;135645;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;19455;18886;118315;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
23;32894;31977;133109;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;21076;20544;96063;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
19;18318;18032;109753;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
17;13208;12750;7288;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
7;12639;10416;39733;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
8;18738;14058;28445;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;16833;13530;39291;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
12;62347;37641;60819;40;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
5;86237;50303;79069;42;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;;;
9;41480;29584;82036;29;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
12;60956;38818;87991;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
10;22318;18927;72908;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
8;41310;27286;68483;34;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
10;22835;19495;57922;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
8;20865;18529;47296;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
13;22083;20894;42140;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
12;17020;16716;35249;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
13;17184;16845;44602;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;19415;19232;20605;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
15;19775;19399;39218;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
16;17618;17377;40871;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
17;18966;18606;29988;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
14;21161;20942;56837;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;18318;16104;35094;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;13757;12747;31919;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
21;15144;14822;46344;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;22417;21995;33311;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;20568;20311;59270;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
22;14358;14083;38114;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
24;11545;10299;24019;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;11230;10640;33224;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
26;23430;19388;31302;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
25;32821;23326;36972;29;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
26;53738;37528;63978;30;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
27;15768;11148;30176;29;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
26;17844;13049;33799;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
27;19487;14535;32552;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
26;19454;14590;28553;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
25;125222;67888;31287;46;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;
25;32074;24231;40232;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
23;24695;22748;38689;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
21;19343;19120;31437;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
18;12860;12857;35982;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
17;22032;21898;43939;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
18;12629;12323;31869;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
18;10230;9543;36187;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
18;17774;17544;27946;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
12;17414;17049;51560;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
14;16354;15550;39613;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
15;13064;12644;27630;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
13;14213;13292;34065;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
8;12819;12510;35966;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;11669;11724;34999;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
9;12368;11778;35548;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
10;14768;13566;35117;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
9;15837;14465;31714;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
5;12257;10216;70691;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
2;9898;8758;38430;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
7;14488;11052;22515;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
12;20146;15389;27053;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;18097;13741;40436;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
9;19231;15436;43636;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
4;16528;13446;58046;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
3;16225;12502;45908;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
10;17943;13406;45375;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
8;21400;15985;44634;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
7;27616;21245;52096;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
6;20145;19674;30369;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;30641;29955;30426;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;40438;39746;26813;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
9;42262;41985;21295;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
13;41405;41153;28830;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
11;35320;34664;25593;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
17;41851;35221;13587;16;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
17;41746;39561;60564;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;36087;35560;59898;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;20397;19792;73198;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
19;22122;21492;54616;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
20;27599;26555;56300;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
21;25390;24267;54542;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;41151;33603;55733;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
21;43816;32888;46188;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;46313;32168;51166;31;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
25;77656;49121;93126;37;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
25;72455;42861;120702;41;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
26;17177;12163;71367;29;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
28;42200;23236;41194;45;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
27;35559;24346;113423;32;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
27;24627;18419;132378;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
26;23127;17791;157997;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
25;17423;13980;108784;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
26;31622;25481;145736;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;
24;32694;27641;207576;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;37485;31872;201451;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
23;37936;34751;244196;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;20875;19113;164665;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
19;10720;10348;90760;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
17;11315;11056;8263;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;
7;12176;10476;59027;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
8;10370;7720;37697;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
12;10133;7902;37413;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
12;13785;10304;47082;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
4;21996;15511;60478;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
8;23056;17078;58168;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
12;23483;17848;67192;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
10;19211;15051;65025;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
7;25848;18222;54811;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
10;17364;15267;58213;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
8;12363;11338;59958;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
13;13653;12782;55425;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;15217;15098;37323;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
13;13421;13228;22433;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
12;15494;15262;36808;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
15;17481;17214;32967;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
16;11270;11192;36415;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
17;14107;13846;33895;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
14;16762;16382;38055;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
20;12100;10514;38837;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
19;12880;11572;32640;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
21;11017;10910;35150;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
20;12027;11716;44992;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;8037;7845;31874;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;13365;13023;32689;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
24;8654;7746;27463;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;8089;7601;33114;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
26;12144;10318;28905;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
25;19108;14083;35720;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
26;31163;21703;51953;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
27;14909;10423;35013;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
25;12241;8682;33581;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
27;13484;10235;30681;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
25;11365;9003;25932;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
25;18135;12160;45488;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
25;17130;13953;32571;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
23;18603;16760;52863;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
21;8690;8687;30818;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
17;9699;9386;26342;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
17;13287;13183;58919;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
18;9600;9445;37041;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
18;5920;5641;34555;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
17;12276;11949;30584;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
12;10311;10249;35674;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
14;9756;9420;30147;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
14;13224;12893;32836;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;9570;9231;39035;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
8;10454;10270;32550;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;9764;9714;23263;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
9;7310;6203;28400;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
10;9516;8604;42222;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
10;9199;8041;38545;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
4;8079;5941;49256;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
2;4500;3301;27033;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
7;10227;7707;23657;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
13;12011;9208;29026;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;15140;11888;49487;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
9;16077;13065;54654;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
4;12986;10817;56501;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
4;9774;7195;52085;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
10;14888;11596;47579;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
8;16240;12500;48002;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
7;19636;15361;54008;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
6;15020;13043;47593;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;16996;15394;38834;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;27436;26681;37719;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
9;19789;19414;47162;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
14;20828;20604;23406;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
11;16015;15368;30930;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
16;30000;25564;13278;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
17;31330;29524;68868;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
18;24169;23750;54342;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
20;24451;24120;43681;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
19;18175;17631;34372;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
20;23996;23162;44506;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
21;15460;14485;41464;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
22;31315;24948;50334;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
21;31102;23092;46244;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;34089;23601;39158;31;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
25;36271;22597;68888;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
25;51538;30590;82899;41;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
26;14440;9863;43735;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
28;9901;6625;43945;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
27;13213;9314;54098;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
27;15261;11402;80095;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
26;15478;12029;98363;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
25;19464;15810;101308;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
26;22516;18786;124221;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;
24;22144;18565;140662;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;11726;11402;110801;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
23;29835;29385;152409;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
19;14434;14163;101305;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
18;11829;11594;73467;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
17;15573;15064;8158;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
27;3790;2723;39972;28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
27;8085;5841;110740;28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
27;13103;10127;80425;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
26;12346;10129;112054;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
25;13060;10649;64399;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
26;17193;14258;81355;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;
24;20336;16628;94822;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;
23;12054;11641;91370;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
24;18860;18728;127327;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
19;10656;10526;75605;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
19;4844;4754;41550;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
18;8622;8309;2081;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
18;30743;29434;62363;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
19;23060;22677;71528;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
19;20779;20356;71553;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;
19;20705;20001;46415;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
20;19501;19126;51893;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
22;20239;19710;64615;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
23;19316;15181;51235;21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
21;29820;22070;53251;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
23;29034;20368;52604;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;
25;35060;23136;98217;34;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;
25;40042;23572;81206;41;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
26;18738;13023;68327;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
28;15255;10504;64428;31;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
27;16587;11381;66334;31;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
27;16712;11721;83073;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
26;17393;12835;135789;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
25;19903;15280;156824;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;
26;24235;19292;166006;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;
24;21109;17456;193799;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
23;24837;19887;191488;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
24;35742;31081;326788;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
20;14127;13733;138110;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
18;6825;6795;90552;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
17;5570;5310;5017;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;
7;6931;5701;18969;18;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;
8;5952;4422;14169;26;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;
12;5694;4487;20311;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;
12;6457;4835;21206;25;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;
5;12515;9134;31280;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;
